0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  -0.04715869149778744 10.75775662165663 0
0  -0.04715869149778744 10.75775662165663 0
0  0.1433588093741952 10.88469663455009 0
0  -0.09431738299557488 21.51551324331326 0
0  0.3230314190714043 21.80515352452903 0
0  0.3230314190714043 21.80515352452903 0
0  0.3203334390604309 21.82256739998172 0
0  -0.09082157259093175 19.4484969574527 0
0  -0.09899816654105487 21.52244954387308 0
0  -0.09082157259093175 19.4484969574527 0
0  0.161033392953605 19.61555939705348 0
0  -0.09431738299557488 21.51551324331326 0
0  0.1820801588764693 21.68536683332196 0
0  0.1634008958804302 19.60923726933375 0
0  0.1820801588764693 21.68536683332196 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.09431738299557488 21.51551324331326 0
0  0.2867176187483904 21.76939326910018 0
0  0.2534938187998863 19.35178341880793 0
0  0.257867447089302 19.67951722829918 0
0  0.257867447089302 19.67951722829918 0
0  -0.08639595571516441 19.44280573401837 0
0  -0.08514728308110012 19.12046728462182 0
0  -0.08639595571516441 19.44280573401837 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.09524256174369615 20.85257878849796 0
0  -0.07840225376269862 20.66176189423443 0
0  -0.0879298573087154 21.48425098412079 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.1054388608697807 21.53259942172617 0
0  -0.09899816654105487 21.52244954387308 0
0  -0.09903121278016405 21.52250240549443 0
0  -0.09903121278016405 21.52250240549443 0
0  -0.09431738299557488 21.51551324331326 0
0  0.1755576586728288 21.67539844660708 0
0  0.3230314190714043 21.80515352452903 0
0  0.3217133589285181 21.81287966621776 0
0  1.286853435714072 87.25151866487106 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.0879298573087154 21.48425098412079 0
0  -0.09431738299557488 21.51551324331326 0
0  0.2867176187483904 21.76939326910018 0
0  0.1820801588764693 21.68536683332196 0
0  0.2867176187483904 21.76939326910018 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.09431738299557488 21.51551324331326 0
0  0.1820801588764693 21.68536683332196 0
0  0.2867176187483904 21.76939326910018 0
0  0.3230314190714043 21.80515352452903 0
0  0.4129979818814299 21.87858698935585 0
0  0.3230314190714043 21.80515352452903 0
0  0.4129979818814299 21.87858698935585 0
0  -0.07224526636638748 21.17876561034279 0
0  -0.102446655925991 21.53201275305664 0
0  -0.102446655925991 21.53201275305664 0
0  0.1830175528323608 21.60475428116898 0
0  -0.07224526636638748 21.17876561034279 0
0  -0.002889810654657692 0.8471506244137111 0
0  -0.003772695319823005 0.8606205297325313 0
0  -0.002889810654657692 0.8471506244137111 0
0  -0.002579041364662488 0.7365626383578804 0
0  -0.00334385231943709 0.7479868948200664 0
0  -0.01509078127929202 3.442482118930125 0
0  -0.0136421307778664 3.058320768630756 0
0  -0.06036312511716808 13.7699284757205 0
0  -0.05530549530891819 12.43175465132907 0
0  -0.1358170315136149 30.98233907037113 0
0  -0.1230131601265259 27.67715126665385 0
0  -0.2414525004686723 55.07971390288201 0
0  -0.1922864887964326 43.16591184287989 0
0  -0.3772695319822995 86.06205297325306 0
0  -0.2286945306303967 51.3284209685476 0
0  -0.2286945306303967 51.3284209685476 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.09623156126726744 21.51805905888967 0
0  -0.09724797476354723 21.51953090823863 0
0  -0.09824039572953584 21.52106159906198 0
0  -0.09869596849261404 21.5217952281501 0
0  -0.09899816654105487 21.52244954387308 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.09899816654105487 21.52244954387308 0
0  -0.09542643130360168 21.51695574813953 0
0  -0.09943900820359328 21.52305063965476 0
0  -0.09431738299557488 21.51551324331326 0
0  -0.09724797476354723 21.51953090823863 0
0  -0.1054388608697807 21.53259942172617 0
0  -0.1054388608697807 21.53259942172617 0
0  -0.1018915376584591 21.52710099549375 0
0  -0.09903121278016405 21.52250240549443 0
0  -0.1054388608697807 21.53259942172617 0
0  -0.09903121278016405 21.52250240549443 0
0  -0.1018915376584591 21.52710099549375 0
0  0.002342839101271715 -0.005393080413705041 0
0  -0.09724797476354723 21.51953090823863 0
0  -0.09724797476354723 21.51953090823863 0
