0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  0 0 0
0  -0.1089638133207688 -10.60456625799243 0
0  0
0  0
0  -0.1089638133207688 -10.60456625799243 0
0  -0.1476587246791076 -10.83705998833153 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.3314183389724498 -21.70574667345575 0
0  -0.3314183389724498 -21.70574667345575 0
0  -0.3328724987179372 -21.73667056639376 0
0  -0.1982587963722471 -19.17694220323655 0
0  -0.2191882479657945 -21.2214464856004 0
0  -0.1982587963722471 -19.17694220323655 0
0  -0.2493618316345171 -19.51079701314073 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2750781371876325 -21.56356586488065 0
0  -0.2484685600271229 -19.49912862450674 0
0  -0.2750781371876325 -21.56356586488065 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2953174493582151 -21.67411997666307 0
0  -0.262143758221895 -19.26701513810428 0
0  -0.2665665593626334 -19.59332524096482 0
0  -0.2665665593626334 -19.59332524096482 0
0  -0.1970449447636234 -19.16605704993826 0
0  -0.1938668373619998 -18.84833761691433 0
0  -0.1970449447636234 -19.16605704993826 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.09408813572125203 -20.70851960708548 0
0  -0.05755907699113234 -20.57468359521285 0
0  -0.2016182675691747 -21.1865495363048 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2210635957630926 -21.24018012642491 0
0  -0.2191882479657945 -21.2214464856004 0
0  -0.2191989029182759 -21.22154123998768 0
0  -0.2191989029182759 -21.22154123998768 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2776025400478825 -21.55769966084743 0
0  -0.3314183389724498 -21.70574667345575 0
0  -0.3320060598212233 -21.71916485764147 0
0  -1.328024239284893 -86.87665943056589 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2016182675691747 -21.1865495363048 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2953174493582151 -21.67411997666307 0
0  -0.2750781371876325 -21.56356586488065 0
0  -0.2953174493582151 -21.67411997666307 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2750781371876325 -21.56356586488065 0
0  -0.2953174493582151 -21.67411997666307 0
0  -0.3314183389724498 -21.70574667345575 0
0  -0.3754906632522076 -21.81370665123909 0
0  -0.3314183389724498 -21.70574667345575 0
0  -0.3754906632522076 -21.81370665123909 0
0  -0.1435084654342255 -20.93255676633329 0
0  -0.2343297645216483 -21.21206716468058 0
0  -0.2343297645216483 -21.21206716468058 0
0  -0.2740316134032274 -21.45830941141304 0
0  -0.1435084654342255 -20.93255676633329 0
0  -0.005740338617369021 -0.8373022706533312 0
0  -0.008717105065661517 -0.8483653006393946 0
0  -0.005740338617369021 -0.8373022706533312 0
0  -0.005019057946223757 -0.7279933557761378 0
0  -0.007584683442744903 -0.7373420785796148 0
0  -0.03486842026264607 -3.393461202557579 0
0  -0.03097965413512278 -3.014782312962454 0
0  -0.1394736810505843 -13.57384481023031 0
0  -0.1259807907764953 -12.25481239796667 0
0  -0.3138157823638144 -30.5411508230182 0
0  -0.2806343246786795 -27.28330929071445 0
0  -0.5578947242023371 -54.29537924092126 0
0  -0.4399636995860842 -42.55317281071873 0
0  -0.8717105065661506 -84.83653006393946 0
0  -0.5283490711492012 -50.6035579447552 0
0  -0.5283490711492012 -50.6035579447552 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2183207851342416 -21.21369530739325 0
0  -0.2185774463034166 -21.21631848121775 0
0  -0.218867711928506 -21.21903790752007 0
0  -0.2190145029215342 -21.22033973585421 0
0  -0.2191882479657945 -21.2214464856004 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2191882479657945 -21.2214464856004 0
0  -0.2181428988383159 -21.21172203052822 0
0  -0.2192788867251659 -21.22255902468362 0
0  -0.2179276266415376 -21.20913251598487 0
0  -0.2185774463034166 -21.21631848121775 0
0  -0.2210635957630926 -21.24018012642491 0
0  -0.2210635957630926 -21.24018012642491 0
0  -0.2200910081256581 -21.2298600392835 0
0  -0.2191989029182759 -21.22154123998768 0
0  -0.2210635957630926 -21.24018012642491 0
0  -0.2191989029182759 -21.22154123998768 0
0  -0.2200910081256581 -21.2298600392835 0
