0  0.1684137252273533 19.81957781817663 -0.3203275399677535
0  0.1684137252273533 19.81957781817663 -0.3203275399677535
0  0.1687259161544226 19.85931430415569 -0.3209207568732124
0  0.1683295287716814 19.85762183330938 -0.3163515584763933
0  0.09942749355680643 18.8111831745159 -0.1025900894006641
0  0.09942749355680643 18.8111831745159 -0.1025900894006641
0  0.1683295287716814 19.85762183330938 -0.3163515584763933
0  0.1683295287716814 19.85762183330938 -0.3163515584763933
0  0.1684137252273533 19.81957781817663 -0.3203275399677535
0  0.231340063827926 20.12086441987496 -0.4387876747439806
0  0.231340063827926 20.12086441987496 -0.4387876747439806
0  0.1684137252273533 19.81957781817663 -0.3203275399677535
0  0.006736549009094182 0.7927831127270649 -0.01281310159870989
0  0.006336249117827736 0.7447787062651136 -0.01202283572184284
0  0.02694619603637673 3.17113245090826 -0.05125240639483955
0  0.02605681987514061 3.068807930970219 -0.04954184545471866
0  0.1077847841455069 12.68452980363304 -0.2050096255793582
0  0.1056870343845074 12.43912308371013 -0.2009713270748517
0  0.2425157643273936 28.54019205817442 -0.4612716575535502
0  0.2233314719862329 26.18087535474341 -0.4241275960710093
0  0.4311391365820276 50.73811921453215 -0.8200385023174328
0  0.4311391365820276 50.73811921453215 -0.8200385023174328
0  0.2995523027449823 34.68898602503247 -0.5668116258181093
0  0.6736549009094132 79.2783112727065 -1.281310159871014
0  0.3438086319471962 39.30329824163022 -0.6483895981998407
