15 19783  0.116 0 0  0 0 0   0.0002756898363610871  
15 19782  0.1159823326381414 0.002024479146724887 0  0.0174532925199433 0 0   0.0005510047747305185  
15 19780  0.1159293359342151 0.004048341617490112 0  0.03490658503988659 0 0   0.001478675406848307  
15 19225  0.1158410260315306 0.006070970924181485 0  0.05235987755982989 0 0   -0.01432625787481159  
15 19224  0.1157174298301396 0.008091750954318536 0  0.06981317007977318 0 0   -0.04466051529976633  
15 19223  0.1155585849786425 0.01011006615872835 0  0.08726646259971647 0 0   -0.1082521798965197  
15 19222  0.1153645398627197 0.0121253017390478 0  0.1047197551196598 0 0   -0.154236276159869  
15 19771  0.1151353535903934 0.01413684383499711 0  0.1221730476396031 0 0   -0.1571524577683833  
15 19769  0.1148710959740222 0.01614407971136759 0  0.1396263401595464 0 0   -0.1561189009168472  
15 19768  0.114571847509036 0.01814639794466678 0  0.1570796326794897 0 0   -0.1563321918532712  
15 19766  0.1142376993494161 0.02014318860936392 0  0.1745329251994329 0 0   -0.1237561327473851  
15 19218  0.113868753279929 0.0221338434636792 0  0.1919862177193762 0 0   -0.1069264968736017  
15 19217  0.1134651216851215 0.02411775613486008 0  0.2094395102393195 0 0   -0.1458228202309777  
15 19216  0.1130269275150873 0.02609432230388834 0  0.2268928027592628 0 0   -0.263594402735654  
15 19215  0.1125543042480156 0.02806293988956145 0  0.2443460952792061 0 0   -0.3100097165564178  
15 19214  0.1120473958495319 0.03002300923189241 0  0.2617993877991494 0 0   -0.3108993662650743  
15 19755  0.111506356728845 0.0319739332747719 0  0.2792526803190927 0 0   -0.308874028635819  
15 19753  0.1109313516917121 0.03391511774783747 0  0.296705972839036 0 0   -0.2497799645125865  
15 19752  0.1103225558902378 0.03584597134749391 0  0.3141592653589794 0 0   -0.1979471222353205  
15 19750  0.1096801547695207 0.03776590591703018 0  0.3316125578789227 0 0   -0.1858032997447692  
15 19210  0.1090043440111654 0.03967433662577759 0  0.349065850398866 0 0   -0.277632934844036  
15 19209  0.1082953294736754 0.04157068214725484 0  0.3665191429188093 0 0   -0.4341074001501553  
15 19208  0.1075533271297473 0.04345436483624582 0  0.3839724354387526 0 0   -0.4653733019267655  
15 19207  0.1067785630004831 0.04532481090475577 0  0.401425727958696 0 0   -0.4643354455717722  
15 19206  0.1059712730865417 0.04718145059679284 0  0.4188790204786393 0 0   -0.432900391943985  
15 19739  0.1051317032962514 0.04902371836192115 0  0.4363323129985826 0 0   -0.2908331567626836  
15 19737  0.1042601093707034 0.050851053027533 0  0.4537856055185259 0 0   -0.2634129148698149  
15 19736  0.1033567568058507 0.05266289796978746 0  0.4712388980384692 0 0   -0.2943340181155375  
15 19734  0.1024219207716355 0.05445870128316336 0  0.4886921905584126 0 0   -0.5888330057735495  
15 19202  0.1014558860281699 0.05623791594857512 0  0.5061454830783558 0 0   -0.6064389827958655  
15 19201  0.1004589468389949 0.05800000000000003 0  0.5235987755982991 0 0   -0.6250586561652723  
15 19200  0.09943140688144501 0.05974441668956632 0  0.5410520681182425 0 0   -0.626003776258982  
15 19199  0.09837357915414541 0.06147063465105181 0  0.5585053606381858 0 0   -0.5207331295715038  
15 19725  0.09728578588166917 0.06317812806174318 0  0.5759586531581291 0 0   -0.2519927084457983  
15 19723  0.09616835841638482 0.06486637680260667 0  0.5934119456780724 0 0   -0.1606179733103681  
15 19721  0.09502163713752303 0.06653486661672138 0  0.6108652381980157 0 0   -0.2079245846521083  
15 19720  0.09384597134749388 0.06818308926592692 0  0.6283185307179591 0 0   -0.1995257289958463  
15 19718  0.09264171916548594 0.06981054268563765 0  0.6457718232379024 0 0   -0.1302308719964964  
15 19194  0.09140924741837972 0.0714167311377764 0  0.6632251157578457 0 0   -0.1039749659587772  
15 19193  0.09014893152900859 0.0730011653617812 0  0.680678408277789 0 0   -0.07961841950961887  
15 19192  0.08886115540180141 0.07456336272363862 0  0.6981317007977323 0 0   -0.05873537375680442  
15 19191  0.08754631130584152 0.07610284736289889 0  0.7155849933176757 0 0   -0.05399435843792241  
15 19709  0.0862047997553777 0.0776191503376276 0  0.733038285837619 0 0   -0.07046333032208739  
15 19707  0.08483702938782374 0.07911180976724988 0  0.7504915783575623 0 0   -0.1130999064839962  
15 19706  0.0834434168392835 0.08058037097324373 0  0.7679448708775056 0 0   -0.1070135826961847  
15 19704  0.08202438661763947 0.08202438661763957 0  0.7853981633974489 0 0   -0.0985987967700974  
15 19702  0.08058037097324364 0.08344341683928359 0  0.8028514559173923 0 0   -0.107006077535214  
15 19701  0.07911180976724977 0.08483702938782382 0  0.8203047484373356 0 0   -0.1130890531570749  
15 19699  0.07761915033762749 0.08620479975537779 0  0.8377580409572789 0 0   -0.07045289830448903  
15 19184  0.07610284736289878 0.0875463113058416 0  0.8552113334772222 0 0   -0.05398055813556284  
15 19183  0.07456336272363849 0.08886115540180152 0  0.8726646259971655 0 0   -0.05870287016017528  
15 19182  0.07300116536178107 0.09014893152900869 0  0.8901179185171089 0 0   -0.0795555359590613  
15 19181  0.07141673113777629 0.09140924741837982 0  0.9075712110370522 0 0   -0.1038819992641639  
15 19690  0.06981054268563752 0.09264171916548604 0  0.9250245035569955 0 0   -0.1301141893278374  
15 19688  0.06818308926592681 0.09384597134749396 0  0.9424777960769388 0 0   -0.1993077250841286  
15 19687  0.06653486661672127 0.09502163713752311 0  0.9599310885968821 0 0   -0.2076722830773554  
15 19685  0.06486637680260655 0.09616835841638489 0  0.9773843811168255 0 0   -0.1603481534766737  
15 19683  0.06317812806174306 0.09728578588166925 0  0.9948376736367688 0 0   -0.2519157083596494  
15 19176  0.06147063465105168 0.09837357915414548 0  1.012290966156712 0 0   -0.5207692479680122  
15 19175  0.0597444166895662 0.09943140688144508 0  1.029744258676655 0 0   -0.6260254787060762  
15 19174  0.0579999999999999 0.100458946838995 0  1.047197551196599 0 0   -0.6250747443525905  
15 19173  0.05623791594857499 0.10145588602817 0  1.064650843716542 0 0   -0.6064540211885806  
15 19674  0.05445870128316323 0.1024219207716356 0  1.082104136236485 0 0   -0.5888474030157508  
15 19672  0.05266289796978732 0.1033567568058507 0  1.099557428756429 0 0   -0.2943413912888278  
15 19671  0.05085105302753287 0.1042601093707034 0  1.117010721276372 0 0   -0.2634196567543707  
15 19669  0.04902371836192102 0.1051317032962514 0  1.134464013796315 0 0   -0.2908411372206263  
15 19169  0.04718145059679271 0.1059712730865418 0  1.151917306316259 0 0   -0.4329125167699183  
15 19168  0.04532481090475563 0.1067785630004831 0  1.169370598836202 0 0   -0.4643482395827894  
15 19167  0.04345436483624567 0.1075533271297474 0  1.186823891356145 0 0   -0.465385870427761  
15 19166  0.04157068214725471 0.1082953294736755 0  1.204277183876089 0 0   -0.4341189661106961  
15 19165  0.03967433662577743 0.1090043440111654 0  1.221730476396032 0 0   -0.2776406402630456  
15 19658  0.03776590591703004 0.1096801547695208 0  1.239183768915975 0 0   -0.1858089606995011  
15 19656  0.03584597134749377 0.1103225558902379 0  1.256637061435919 0 0   -0.1979541962957581  
15 19655  0.03391511774783732 0.1109313516917122 0  1.274090353955862 0 0   -0.2497892550836519  
15 19653  0.03197393327477176 0.111506356728845 0  1.291543646475805 0 0   -0.3088856400541361  
15 19161  0.03002300923189226 0.112047395849532 0  1.308996938995749 0 0   -0.3109108823968778  
15 19160  0.02806293988956131 0.1125543042480156 0  1.326450231515692 0 0   -0.3100210115119043  
15 19159  0.02609432230388819 0.1130269275150873 0  1.343903524035635 0 0   -0.2636040608790375  
15 19158  0.02411775613485992 0.1134651216851215 0  1.361356816555578 0 0   -0.145828985885648  
15 19157  0.02213384346367903 0.1138687532799291 0  1.378810109075522 0 0   -0.1069328112803265  
15 19642  0.02014318860936375 0.1142376993494162 0  1.396263401595465 0 0   -0.1237652544291026  
15 19640  0.01814639794466661 0.114571847509036 0  1.413716694115408 0 0   -0.1563441642151629  
15 19639  0.01614407971136742 0.1148710959740222 0  1.431169986635352 0 0   -0.1561307982040211  
15 19637  0.01413684383499693 0.1151353535903934 0  1.448623279155295 0 0   -0.1571643863768744  
15 19153  0.01212530173904762 0.1153645398627197 0  1.466076571675238 0 0   -0.1542462847970724  
