15 19783  0.116 0 0  0 0 0   0.8417727149360723  
15 19782  0.1159823326381414 0.002024479146724887 0  0.0174532925199433 0 0   0.8424771127336729  
15 19780  0.1159293359342151 0.004048341617490112 0  0.03490658503988659 0 0   0.8356720743985836  
15 19225  0.1158410260315306 0.006070970924181485 0  0.05235987755982989 0 0   0.5081175520175751  
15 19224  0.1157174298301396 0.008091750954318536 0  0.06981317007977318 0 0   0.3859159946998835  
15 19223  0.1155585849786425 0.01011006615872835 0  0.08726646259971647 0 0   0.5557692024573047  
15 19222  0.1153645398627197 0.0121253017390478 0  0.1047197551196598 0 0   0.7320335474479656  
15 19771  0.1151353535903934 0.01413684383499711 0  0.1221730476396031 0 0   0.7471713517814896  
15 19769  0.1148710959740222 0.01614407971136759 0  0.1396263401595464 0 0   0.7460442309206826  
15 19768  0.114571847509036 0.01814639794466678 0  0.1570796326794897 0 0   0.7488148124127816  
15 19766  0.1142376993494161 0.02014318860936392 0  0.1745329251994329 0 0   0.568294298323114  
15 19218  0.113868753279929 0.0221338434636792 0  0.1919862177193762 0 0   0.3828313469032399  
15 19217  0.1134651216851215 0.02411775613486008 0  0.2094395102393195 0 0   0.3520639405319974  
15 19216  0.1130269275150873 0.02609432230388834 0  0.2268928027592628 0 0   0.5322362284281019  
15 19215  0.1125543042480156 0.02806293988956145 0  0.2443460952792061 0 0   0.6145451403244455  
15 19214  0.1120473958495319 0.03002300923189241 0  0.2617993877991494 0 0   0.6180066764776  
15 19755  0.111506356728845 0.0319739332747719 0  0.2792526803190927 0 0   0.6151408805497026  
15 19753  0.1109313516917121 0.03391511774783747 0  0.296705972839036 0 0   0.483305656366656  
15 19752  0.1103225558902378 0.03584597134749391 0  0.3141592653589794 0 0   0.3550319484652827  
15 19750  0.1096801547695207 0.03776590591703018 0  0.3316125578789227 0 0   0.247466392251101  
15 19210  0.1090043440111654 0.03967433662577759 0  0.349065850398866 0 0   0.3015610358571445  
15 19209  0.1082953294736754 0.04157068214725484 0  0.3665191429188093 0 0   0.4274939334243841  
15 19208  0.1075533271297473 0.04345436483624582 0  0.3839724354387526 0 0   0.4552154727856572  
