15 19783  0.116 0 0  0 0 0   0.8123507178137945  
15 19782  0.1159823326381414 0.002024479146724887 0  0.0174532925199433 0 0   0.8129322034212019  
15 19780  0.1159293359342151 0.004048341617490112 0  0.03490658503988659 0 0   0.8058648577409879  
15 19225  0.1158410260315306 0.006070970924181485 0  0.05235987755982989 0 0   0.4990946363196279  
15 19224  0.1157174298301396 0.008091750954318536 0  0.06981317007977318 0 0   0.3985403118104584  
15 19223  0.1155585849786425 0.01011006615872835 0  0.08726646259971647 0 0   0.5980781804239707  
15 19222  0.1153645398627197 0.0121253017390478 0  0.1047197551196598 0 0   0.7939817295462948  
15 19771  0.1151353535903934 0.01413684383499711 0  0.1221730476396031 0 0   0.8101805599358219  
15 19769  0.1148710959740222 0.01614407971136759 0  0.1396263401595464 0 0   0.8082050809754335  
15 19768  0.114571847509036 0.01814639794466678 0  0.1570796326794897 0 0   0.8108343390315155  
15 19766  0.1142376993494161 0.02014318860936392 0  0.1745329251994329 0 0   0.6189613082301804  
15 19218  0.113868753279929 0.0221338434636792 0  0.1919862177193762 0 0   0.4343542494005189  
15 19217  0.1134651216851215 0.02411775613486008 0  0.2094395102393195 0 0   0.4337147266034018  
15 19216  0.1130269275150873 0.02609432230388834 0  0.2268928027592628 0 0   0.6860188181181778  
15 19215  0.1125543042480156 0.02806293988956145 0  0.2443460952792061 0 0   0.7956555341981064  
15 19214  0.1120473958495319 0.03002300923189241 0  0.2617993877991494 0 0   0.7988804821435304  
15 19755  0.111506356728845 0.0319739332747719 0  0.2792526803190927 0 0   0.7941318313966799  
15 19753  0.1109313516917121 0.03391511774783747 0  0.296705972839036 0 0   0.6296984510121931  
15 19752  0.1103225558902378 0.03584597134749391 0  0.3141592653589794 0 0   0.4751588443236237  
15 19750  0.1096801547695207 0.03776590591703018 0  0.3316125578789227 0 0   0.3724591224413967  
15 19210  0.1090043440111654 0.03967433662577759 0  0.349065850398866 0 0   0.4976826812166441  
15 19209  0.1082953294736754 0.04157068214725484 0  0.3665191429188093 0 0   0.7398753072595323  
15 19208  0.1075533271297473 0.04345436483624582 0  0.3839724354387526 0 0   0.7901236504906048  
15 19207  0.1067785630004831 0.04532481090475577 0  0.401425727958696 0 0   0.7885399950545116  
15 19206  0.1059712730865417 0.04718145059679284 0  0.4188790204786393 0 0   0.732177343906143  
15 19739  0.1051317032962514 0.04902371836192115 0  0.4363323129985826 0 0   0.4712371186049066  
15 19737  0.1042601093707034 0.050851053027533 0  0.4537856055185259 0 0   0.3753851806674195  
15 19736  0.1033567568058507 0.05266289796978746 0  0.4712388980384692 0 0   0.4008908166376085  
15 19734  0.1024219207716355 0.05445870128316336 0  0.4886921905584126 0 0   0.7461203677571713  
15 19202  0.1014558860281699 0.05623791594857512 0  0.5061454830783558 0 0   0.7668581645058892  
15 19201  0.1004589468389949 0.05800000000000003 0  0.5235987755982991 0 0   0.7894516836858781  
15 19200  0.09943140688144501 0.05974441668956632 0  0.5410520681182425 0 0   0.7895631027134157  
15 19199  0.09837357915414541 0.06147063465105181 0  0.5585053606381858 0 0   0.648733171568366  
15 19725  0.09728578588166917 0.06317812806174318 0  0.5759586531581291 0 0   0.2993774574679733  
15 19723  0.09616835841638482 0.06486637680260667 0  0.5934119456780724 0 0   0.1700022431267898  
15 19721  0.09502163713752303 0.06653486661672138 0  0.6108652381980157 0 0   0.1903052459326912  
15 19720  0.09384597134749388 0.06818308926592692 0  0.6283185307179591 0 0   0.1784275701278772  
15 19718  0.09264171916548594 0.06981054268563765 0  0.6457718232379024 0 0   0.1090607281210633  
15 19194  0.09140924741837972 0.0714167311377764 0  0.6632251157578457 0 0   0.08228270183983255  
15 19193  0.09014893152900859 0.0730011653617812 0  0.680678408277789 0 0   0.05776739509367201  
15 19192  0.08886115540180141 0.07456336272363862 0  0.6981317007977323 0 0   0.03612710310493991  
15 19191  0.08754631130584152 0.07610284736289889 0  0.7155849933176757 0 0   0.02048772939072077  
15 19709  0.0862047997553777 0.0776191503376276 0  0.733038285837619 0 0   0.01517576919764039  
15 19707  0.08483702938782374 0.07911180976724988 0  0.7504915783575623 0 0   0.01529169533194514  
15 19706  0.0834434168392835 0.08058037097324373 0  0.7679448708775056 0 0   0.01018204199313069  
15 19704  0.08202438661763947 0.08202438661763957 0  0.7853981633974489 0 0   8.927237941754994e-06  
15 19702  0.08058037097324364 0.08344341683928359 0  0.8028514559173923 0 0   -0.01016219883438694  
15 19701  0.07911180976724977 0.08483702938782382 0  0.8203047484373356 0 0   -0.01527030265108957  
15 19699  0.07761915033762749 0.08620479975537779 0  0.8377580409572789 0 0   -0.01515930685277492  
15 19184  0.07610284736289878 0.0875463113058416 0  0.8552113334772222 0 0   -0.02046720802979151  
15 19183  0.07456336272363849 0.08886115540180152 0  0.8726646259971655 0 0   -0.03608344200518558  
15 19182  0.07300116536178107 0.09014893152900869 0  0.8901179185171089 0 0   -0.05768700734305329  
15 19181  0.07141673113777629 0.09140924741837982 0  0.9075712110370522 0 0   -0.08216657662102322  
15 19690  0.06981054268563752 0.09264171916548604 0  0.9250245035569955 0 0   -0.1089207231481661  
15 19688  0.06818308926592681 0.09384597134749396 0  0.9424777960769388 0 0   -0.1781774175571196  
15 19687  0.06653486661672127 0.09502163713752311 0  0.9599310885968821 0 0   -0.1900189610870066  
15 19685  0.06486637680260655 0.09616835841638489 0  0.9773843811168255 0 0   -0.1696810866504073  
15 19683  0.06317812806174306 0.09728578588166925 0  0.9948376736367688 0 0   -0.2992813097694444  
15 19176  0.06147063465105168 0.09837357915414548 0  1.012290966156712 0 0   -0.6487781701336941  
15 19175  0.0597444166895662 0.09943140688144508 0  1.029744258676655 0 0   -0.7895911081564364  
15 19174  0.0579999999999999 0.100458946838995 0  1.047197551196599 0 0   -0.7894728589148582  
15 19173  0.05623791594857499 0.10145588602817 0  1.064650843716542 0 0   -0.7668780479277838  
15 19674  0.05445870128316323 0.1024219207716356 0  1.082104136236485 0 0   -0.7461394516305421  
15 19672  0.05266289796978732 0.1033567568058507 0  1.099557428756429 0 0   -0.4009006213524379  
15 19671  0.05085105302753287 0.1042601093707034 0  1.117010721276372 0 0   -0.3753941543139057  
15 19669  0.04902371836192102 0.1051317032962514 0  1.134464013796315 0 0   -0.471247765986327  
15 19169  0.04718145059679271 0.1059712730865418 0  1.151917306316259 0 0   -0.7321935824570488  
15 19168  0.04532481090475563 0.1067785630004831 0  1.169370598836202 0 0   -0.7885571764218944  
15 19167  0.04345436483624567 0.1075533271297474 0  1.186823891356145 0 0   -0.7901405805693948  
15 19166  0.04157068214725471 0.1082953294736755 0  1.204277183876089 0 0   -0.7398909358631223  
15 19165  0.03967433662577743 0.1090043440111654 0  1.221730476396032 0 0   -0.497693137739454  
15 19658  0.03776590591703004 0.1096801547695208 0  1.239183768915975 0 0   -0.3724668288388308  
15 19656  0.03584597134749377 0.1103225558902379 0  1.256637061435919 0 0   -0.4751685122748019  
15 19655  0.03391511774783732 0.1109313516917122 0  1.274090353955862 0 0   -0.6297111224866818  
